Título|Ano de Publicação|Tipo de Acesso|Tipo de Documento|Assuntos|Idioma|Descrição|Link de Acesso
Hiperecogenicidade dos vasos talâmicos no recém-nascido prematuro internado no Hospital de Clínicas de Porto Alegre|2001|Open Access|Dissertação|Tálamo;Patologia;Doenças talâmicas;Recém-nascido prematuro|por|O presente estudo procura avaliar as possíveis patologias que se manifestam como hiperecogenicidade dos vasos talâmicos (HEVT) à ultra-sonografia cerebral (USC) e observar a freqüência com que ocorrem. A amostra foi constituída de 206 recém-nascidos (RNs) prematuros nascidos no Hospital de Clínicas de Porto Alegre (HCPA) no período de julho de 1998 a maio de 1999. Todos os RNs realizaram a USC na primeira semana de vida. Foram incluídos no estudo aqueles prematuros que necessitaram de internação hospitalar e que tiveram o termo de consentimento informado assinado por um dos responsáveis. Foram excluídos aqueles cuja USC evidenciava sangramento cerebral e/ou malformações congênitas associadas e os que evoluíram para óbito antes da realização do exame. A USC levou à identificação de 65 RNs prematuros com HEVT e 141 RNs prematuros sem HEVT. A forma de apresentação do tipo pélvica ao nascimento, a maior idade gestacional, o maior peso do RN ao nascimento e a classificação grande para a idade gestacional foram fatores de risco para a ocorrência de HEVT.  A presença de hipertensão materna durante o período de gestação tendeu a ser fator de proteção para HEVT. Os RNs que apresentaram crises convulsivas durante o período de internação hospitalar tiveram risco 3,2 vezes maior de ter HEVT quando comparados com os RNs que não apresentaram crises convulsivas.;The aim of this study is to evaluate the possible pathologies that show up as hyperechogenicity of thalamic vessels (HETV) in brain ultrasonogram (BUS) as well as observe the frequency in which they happen. The sample was made up of 206 pre-term newborn babies at Hospital de Clíncas de Porto Alegre (HCPA) from July 1998 until May 1999. All of the newborn children were submitted to BUS in the first week of life. Pre-term children who needed hospital admission and had a term of informed consent signed up by their next of kin were included in this study. Pre-term newborn children with BUS evidencing intracranial hemorrhage and/or associated congenital malformation and those pre-term children who had evolved to demise before examination execution were excluded from this study. Through BUS it was possible to identify 65 pre-term newborn children with HETV and 141 pre-term newborn children without HETV. The pelvic birth presentation, the longer the gestational period, the fatter the newborn was at birth and the big for gestational age classification were risk factors for HEVT to take place.  On the other hand, mother’s hypertension situation during the gestational period tended to be of protection from HEVT. The newborn babies that presented convulsive crises during hospitalization had a risk of having HEVT 3,2 times higher when compared to the ones that did not go through any convulsive crises.|http://hdl.handle.net/10183/2402
Impacto do programa de prevenção do tabagismo na escola|2003|Open Access|Dissertação|Tabagismo;Saúde do estudante|por|Resumo não disponível.|http://hdl.handle.net/10183/2431
Expressão de HER-2/neu e p53 em adenocarcinoma de esôfago e cárdia|2001|Open Access|Dissertação|Neoplasias gástricas;Neoplasias esofágicas;Adenocarcinoma;Cárdia;Oncogenes;Estadiamento de neoplasias;Genes erbB-2|por|A incidência de adenocarcinoma de esôfago e cárdia tem aumentado nas últimas décadas por razões ainda não conhecidas. São doenças da civilização ocidental. A incidência de adenocarcinoma de esôfago e carcinoma de cárdia ultrapassou a de carcinoma epidermóide de esôfago. O desenvolvimento da biologia molecular e descoberta de oncogenes e genes supressores de tumores permitiu novos achados e melhor entendimento das características moleculares dos carcinomas de esôfago e cárdia. Novos genes envolvidos em ciclo celular, apoptose e reparo de DNA são agora alvo importante de estudos da patogênese destes tumores. HER-2/neu é um oncogene expresso in diversas neoplasias e relacionado à pior prognóstico. P53 é igualmente importante estando mutado em 50%-70% das neoplasias sólidas com implicações clínicas para muitos tumores. Este trabalho determina a frequência de p53 e HER-2/neu através de imunohistoquímica utilizando anticorpos policlonais e monoclonais DAKO anti-HER-2/neu e p53 respectivamente. Foram selecionados 22 casos de adenocarcinoma de esôfago e carcinoma de cárdia do departamento de cirurgia. HER-2/neu foi positivo em 47.7% dos casos, média entre dois observadores. P53 foi positivo em 36.6% dos casos. A correlação entre os escores de HER-2/neu e p53 foi estabelecida usando o coeficiente de correlação de Spearman que mostrou um resultado negativo –0.27 para o primeiro observador que não foi significante. Para o segundo observador, a correlação foi a mesma -0.27 e não significante, mostrando que o aumento na expressão de HER-2/neu não está relacionada com aumento de expressão de p53. Nós concluímos que a expressão de HER-2/neu neste grupo de neoplasias, necessita de investigações futuras e que mesmo estando alterado com muitos outros oncogenes em outros trabalhos, p53 não está correlacionado com aumento de expressão de HER-2/neu nesta série de casos.|http://hdl.handle.net/10183/2434
Associação entre refluxo gastroesfofágico e quedas da saturação transcutânea de oxigênio da hemoglobina|2000|Open Access|Dissertação|Refluxo gastroesofágico;Pneumopatias obstrutivas;Monitorização transcutânea dos gases sanguíneos;Lactente;Estudos transversais|por|Resumo não disponível.|http://hdl.handle.net/10183/2470
Concentrações de interleucina-2 na secreção nasofaríngea de crianças acometidas de bronquiolite viral aguda pelo vírus sincicial respiratório|2000|Open Access|Dissertação|Bronquiolite viral;Vírus sinciciais respiratórios;Interleucina-2;Secreções corporais;Lactente;Estudos de casos e controles;Estudos transversais|por|Resumo não disponível.|http://hdl.handle.net/10183/2473
Aspectos microbiológicos da bile de pacientes com suspeita de coledocolilitíase e suas repercussões no tratamento das infecções biliares|2000|Open Access|Dissertação|Bile;Ductos biliares;Coledocolitíase;Microbiologia|por|A infecção das vias biliares é uma doença freqüente com alta morbidade e mortalidade, que pode variar de 10 a 60% dependendo de sua gravidade. A causa mais comum desta infecção é a presença de cálculos na via biliar principal que propicia o surgimento de bacteriobilia. O profundo conhecimento das características microbiológicas da bile nos casos de coledocolitíase e infecção das vias biliares são fundamentais para o melhor diagnóstico desta infecção e escolha da antibioticoterapia a ser instituída. Assim, o objetivo deste estudo foi de caracterizar os principais aspectos microbiológicos da bile dos pacientes com e sem coledocolitíase e avaliar sua importância na escolha dos antimicrobianos para o tratamento da infecção das vias biliares. Foram analisados 33 pacientes que foram divididos em um grupo de 10 pacientes sem coledocolitíase (grupo controle) no momento da Colangiografia Endoscópica (CPER) e em outro grupo de 23 pacientes com coledocolitíase. A bile de todos os pacientes foi coletada no início do procedimento endoscópico, através de catater introduzido na via biliar. O exame de microscopia direta com coloração de Gram e as culturas da bile foram negativas nos 10 pacientes que não apresentaram coledocolitíase durante a CPER. Dos 23 pacientes com cálculos na via biliar principal, 19 (83%) apresentaram culturas positivas. Desses 19 pacientes com culturas de bile positivas, 18 (94,7%) apresentaram microorganismos detectáveis à microscopia direta com coloração de Gram. Apenas um paciente apresentou crescimento de germe anaeróbio (Bacteroides fragilis). O cultivo de 28 bactérias teve predominância de microorganismos Gram negativos (18 bactérias- 64,3%). Os germes isolados foram E. coli (9, 32,1%), Klebsiella pneumoniae (5, 17,9%), Enterococcus faecalis (5, 17,9%), Streptococcus alfa-haemoliticus (3, 10,7%), Streptococcus viridans (2, 7,1%), Enterobacter cloacae (2, 7,1%), Panteona aglomerans (1, 3,6%) e Pseudomonas aeruginosa (1, 3,6%). Todos os pacientes com microorganismos detectados pela microscopia direta com coloração de Gram tiveram crescimento bacteriano em suas culturas, por outro lado nenhum paciente com cultura negativa apresentou microoorganismos à microsopia direta ( p= 0,0005). Nesses casos, a microsopia direta apresentou uma especificidade de 100% e sensibilidade de 80%. A análise quantitativa das culturas da bile mostrou que das 19 culturas positivas, 12 (63,2%) tiveram pelo menos um germe com contagem superior a 105 ufc/ml. Todas as bactérias Gram positivas isoladas foram sensíveis à ampicilina, da mesma forma que todas as Gram negativas foram sensíveis aos aminoglicosídeos. Os achados deste estudo demonstram uma boa correlação entre a microscopia direta da bile com coloração de Gram e os achados bacteriológicos das culturas da bile coletada por colangiografia endoscópica retrógrada. O esquema terapêutico antimicrobiano tradicionalmente empregado em nosso hospital, que inclui a combinação de ampicilina e gentamicina, parece ser adequado, pois apresenta eficácia terapêutica contra os principais microorganismos responsáveis pela infecção das vias biliares.;Acute cholangitis is an important cause of emergency admission for acute abdomen. The bacterial infection of the biliary system is associated with obstruction caused by ductal stones. Ductal obstruction leads to a raised intrabiliary pressure with bacteriobilia, cholangiovenous reflux, and bacteremia, which may progress to septicemia. We have studied the bacteriology of bile and clinical manifestations of 23 patients with choledocholithiasis and 10 patients without evidence of choledocholithiasis by endoscopic retrograde cholangiography. Nineteen (82.6%) of 23 patients with choledocholithiasis had positive bile cultures, and none of the patients without choledocholithiasis had positive bile cultures. A single microorganism was detected in 11 (57.9%) patients, while a mixed growth, with pathogens ranging from two to three species, were seen in 8 (42,1%) patients. Patients with clinical manifestations of cholangitis such as fever, abdominal pain, and jaundice (Charcot’s triad) had significant higher counts of colonies per ml of bile (p <0.001). The predominant microorganisms isolated were Escherichia coli (32,1%), Klebsiella spp. (17,9%), Enterococcus faecalis (17,9%), Streptoccus alfa-hemoliticus (10,7%), Enterobacter cloacae (7,1%), Streptococcus viridans (7,1%), Pseudomonas aeruginosa (3,6%), and Bacteroides fragilis (3,6%). In vitro susceptibility testing of the aforementioned biliary pathogens revealed ampcillin and gentamicin to have higher spectrum of antimicrobial activity. In summary, patients with choledocholithiasis have a high recovery rate of bacteria from the bile. The severity of biliary infection is associated with higher concentrations of bacteria in the choledocal bile. The data suggest that antimicrobial therapy of biliary tract infections should combine good in-vitro activity against Enterobacteriaceae (mainly Escherichia coli and Klebsiella spp.) and Enterococcus. spp. Based on the in vitro susceptibility testing of the isolated biliary pathogens, the combination of ampicillin and gentamicin seems to be an appropriate therapeutic regimen for biliary tract inferctions.|http://hdl.handle.net/10183/2499
Uso do metformin em mulheres obesas com a síndrome dos ovários policísticos|2001|Open Access|Dissertação|Síndrome do ovário policístico;Distúrbios menstruais;Metformina;Obesidade;Mulheres|por|Resumo não disponível.|http://hdl.handle.net/10183/2502
Trombose da veia porta em crianças e adolescentes : deficiência das proteínas C, S e antitrombina e pesquisa das mutações fator V Leiden, G20210A da protrombina e C677T da metileno-tetraidrofolato redutase|2000|Open Access|Tese|Portal vein thrombosis;Portal hypertension;Cirrhosis;Coagulation inhibitors proteins;Protein C;Protein S;Antithrombin;Factor V Leiden;G20210A prothrombin gene mutation;C677T methylenetetrahydrofolate reductase gene mutation;Trombose venosa;Hipertensão portal;Protrombina;Transtornos da coagulação sangüínea;Criança;Adolescente|por|Objetivo: A trombose da veia porta é uma causa importante de hiper-tensão porta em crianças e adolescentes, porém, em uma proporção importante dos casos, não apresenta fator etiológico definido. O objetivo desse estudo é determinar a freqüência de deficiência das proteínas inibidoras da coagulação – proteínas C, S e antitrombina − e das mutações fator V Leiden, G20210A no gene da protrombina e C677T da metileno-tetraidrofolato redutase em crianças e adolescentes com trom-bose da veia porta, definir o padrão hereditário de uma eventual deficiência das pro-teínas inibidoras da coagulação nesses pacientes e avaliar a freqüência da deficiên-cia dessas proteínas em crianças e adolescentes com cirrose. Casuística e Métodos: Foi realizado um estudo prospectivo com 14 crianças e adolescentes com trombose da veia porta, seus pais (n = 25) e dois gru-pos controles pareados por idade, constituídos por um grupo controle sem hepato-patia (n = 28) e um com cirrose (n = 24). A trombose da veia porta foi diagnosticada por ultra-sonografia abdominal com Doppler e/ou fase venosa do angiograma celíaco seletivo. A dosagem da atividade das proteínas C, S e antitrombina foi determinada em todos os indivíduos e a pesquisa das mutações fator V Leiden, G20210A da pro-trombina e C677T da metileno-tetraidrofolato redutase,  nas crianças e adolescentes com trombose da veia porta, nos pais, quando identificada a mutação na criança, e nos controles sem hepatopatia. Resultados: Foram avaliados 14 pacientes caucasóides, com uma média e desvio padrão de idade de 8 anos e 8 meses ± 4 anos e 5 meses e do diagnóstico de 3 anos e 8 meses ± 3 anos e seis meses. Metade dos pacientes pertenciam ao gênero masculino. O motivo da investigação da trombose da veia porta foi hemorra-gia digestiva alta em 9/14 (64,3%) e achado de esplenomegalia ao exame físico em 5/14 (35,7%). Anomalias congênitas extra-hepáticas foram identificadas em 3/14 (21,4%) e fatores de risco adquiridos em 5/14 (35,7%) dos pacientes. Nenhum pa-ciente tinha história familiar de consangüinidade ou trombose venosa. A deficiência das proteínas C, S e antitrombina foi constatada em 6/14 (42,9%) (p < 0,05 vs con-troles sem hepatopatia), 3/14 (21,4%) (p > 0,05) e 1/14 (7,1%) (p > 0,05) pacientes com trombose da veia porta, respectivamente. A deficiência dessas proteínas não foi identificada em nenhum dos pais ou controles sem hepatopatia. A mutação G20210A no gene da protrombina foi identificada em um paciente com trombose da veia porta e em um controle sem hepatopatia (p = 0,999), mas em nenhum desses foi identificado a mutação fator V Leiden.  A mutação C677T da metileno-tetraidrofo-lato redutase foi observada na forma homozigota, em 3/14 (21,4%) dos pacientes com trombose da veia porta e em 5/28 (17,9%) controles sem hepatopatia (p = 0,356). A freqüência da deficiência das proteínas C, S e antitrombina nos pacientes com cir-rose foi de 14/24 (58,3%), 7/24 (29,2%) e 11/24 (45,8%), respectivamente (p < 0,05 vs controles sem hepatopatia), sendo mais freqüente nos pacientes do subgrupo Child-Pugh B ou C, que foi de 11/12 (91,7%), 5/12 (41,7%) e 9/12 (75%), respectivamente (p < 0,05 vs controles sem hepatopatia). Conclusões: A deficiência de proteína C foi freqüente nas crianças e adolescentes com trombose da veia porta e não parece ser de origem genética. A deficiência de proteína S, antitrombina e as presenças das mutações G20210A da protrombina e C677T da metileno-tetraidrofolato redutase foram observadas mas não apresentaram diferença estatística significativa em relação ao grupo controle sem hepatopatia. O fator V Leiden não foi identificado. Os resultados deste estudo sugerem que a deficiência da proteína C pode ocorre como conseqüência da hiper-tensão porta. Os distúrbios pró-trombóticos hereditários não parecem apresentar um papel importante em relação à trombose nas crianças e adolescentes estudadas.;Objective: Portal vein thrombosis is a major cause of portal hypertension in children and adolescents; yet, its etiology is not clearly defined in a considerable number of cases. The present study aims at determining the prevalence of blood coagulation disorders – protein C, protein S and antithrombin – and factor V Leiden, G20210A prothrombin, and C677T methylenetetrahydrofolate reductase mutations in children and adolescents with portal vein thrombosis, as well as assessing the hereditary character of these disorders in these patients, and also evaluating the prevalence of blood coagulation disorders in children and adolescents with cirrhosis. Study design: A prospective study was carried out, including children and adolescents with portal vein thrombosis (n = 14), their parents (n = 25), two age-matched control groups, one without liver disease (n = 28), and another with cirrhosis (n = 24). Portal vein thrombosis was diagnosed through abdominal Doppler ultrasonography and/or venous phase of selective coeliac angiograms. The activity of protein C, protein S and antithrombin was evaluated for all individuals; the presence of factor V Leiden, G20210A prothrombin, and C677T methylenetetrahydrofolate reductase gene mutations was investigated in children and adolescents with portal vein thrombosis,  in parents when their respective children presented any of these mutations, and in the control group without liver disease. Results: 14 Caucasian patients were assessed. The mean and standard deviation for age were 8 years and 8 months ± 4 years and 5 months while the mean and standard deviation for diagnosis were 3 years and 8 months ± 3 years and six months. Half of the patients were males. Initial clinical manifestations upon diagnosis were digestive hemorrhage in 9/14 (64.3%) and splenomegaly on physical examination in 5/14 individuals (35.7%). Patients presented extrahepatic anomalies in 3/14 (21.4%) and acquired risk factors in 5/14 (35.7%) of the cases. None of the patients had a family history of consanguinity or venous thrombosis. The frequency of protein C, protein S and antithrombin deficiency was observed in 6/14 (42.9%) (p < 0.05 vs. controls without liver disease), 3/14 (21.4%) (p > 0.05) and 1/14 (7.1%) (p > 0.05) of patients, respectively. None of the portal vein thombosis patients or controls presented protein C, S or antithrombin deficiency. One portal vein patient and one control (p = 0.999) presented G20210A prothrombin mutation. None of these patients presented the factor V Leiden.  The homozygous form of C677T methylenetetrahydrofolate reductase mutation was observed in 3/14 patients with portal vein thrombosis (21.4%) and in 5/28 controls (17.9%) (p = 0.356). The frequency of coagulation inhibitor deficiency was high in cirrhotic patients (14/24 (58.3%) PC, 7/24 (29.2%) PS and 11/24 (45.8%) AT; p < 0.05 vs. controls), especially in Child-Pugh B and C patients (11/12 (91.7%) PC, 5/12 (41.7%) PS and 9/12 (75%) AT; p < 0.05 vs. controls). Conclusions: Protein C deficiency was frequent in children and adolescents with portal vein thrombosis and does not seem to be an inherited condition. Protein S and antithrombin deficiency, and G20210A prothrombin and C677T methylenetetrahydrofolate reductase mutations were observed but did not present statistically significant differences when compared to the controls without liver disease. Factor V Leiden was not observed. The results suggest the protein C deficiency may originates from portal hypertension. The hereditary prothrombotic disorders do not seem to play a vital role in thrombosis in children and adolescents with portal vein thrombosis.|http://hdl.handle.net/10183/2538
Cariometria digital em adenocarcinoma de pâncreas|2001|Open Access|Dissertação|Neoplasias pancreáticas;Cariometria;Carcinoma;Biomarcadores tumorais;Genética médica|por|O adenocarcinoma de pâncreas continua sendo uma doença com alta mortalidade apesar dos avanços na ciência e na tecnologia. O diagnóstico é tardio, na maior parte dos casos, impossibilitando uma abordagem com fins curativos. Os estudos em busca de um método para o diagnóstico precoce ou mesmo um tratamento eficaz, até o momento, não revelaram mudanças significativas. Atualmente, pesquisas em biologia molecular apontando alterações em determinados genes nos tumores de pâncreas parecem ser promissoras. Neste sentido, porém seguindo uma outra linha de pesquisa, o estudo atual que objetiva a determinação das características nucleares das células neoplásicas através da cariometria por análise digital, constitui um passo inicial para futuras especulações. Recentemente, estudos em outros tecidos como o prostático, o mamário e o endométrio vêm demonstrando existir eficácia na diferenciação entre seus tecidos normais e neoplásicos e também uma forte relação entre as alterações encontradas na cromatina de seus núcleos celulares e a agressividade de seus respectivos tumores. Utilizando-se tecido pancreático estocado em parafina por até onze anos no laboratório de Patologia do Hospital de Clínicas de Porto Alegre (HCPA), foram determinadas as características nucleares em mil e trezentos núcleos de células ductais de adenocarcinoma de pâncreas e de tecido pancreático normal. Noventa e três características da cromatina foram estudadas por análise digital. Onze características apresentaram valores diferentes entre os dois grupos e estas diferenças foram estatisticamente significativas. A média para o valor da ÁREA nuclear nos tumores foi de 977.78 e de 336.60, no tecido normal; a da RLM278 foi de 353.23 e 97.07; a da RLM266 de 99.32 e 28.06; a do PERIM de 125.58 e 65.05; a do ROUND de 1.37 e 1.04; a da IOD de 123.49 e 107.97; a da FRACDIM de 1.22 e 1.05; a da DENSMIN de 0.01 e 0.14; a da DENSMAX de 0.53 e 0.62; a da DENSSD 0.25 e 0.10 e a da DENS20P de 0.49 e 0.33, respectivamente para os núcleos dos tumores e para os do tecido normal. Sete destas características serviram como marcadores ideais de neoplasia. Estes achados permitiram a criação de uma assinatura digital específica para cada um dos dois tipos de tecido estudado.;Pancreatic adenocarcinoma still results in high mortality rates despite recent advances in science and technology. The diagnosis is late in most cases, hindering the possibilities of cure. So far, studies searching for early diagnostic methods or effective treatment of pancreatic cancer have not resulted in significant changes. Molecular biology has recently expanded our knowledge about the association between gene abnormalities and pancreatic cancer. Following a different research line, this study aims to determine nuclear features of neoplastic cells through digital karyometry assessment, proposing a first step for future speculations. Studies of other tissues like prostate, breast, and endometrium have recently shown efficacy in differentiating between their normal and neoplastic tissues and also a strong relation between changes found in chromatin of cell nuclei and tumor aggressiveness. In the present study, nuclear features were determined in one thousand and three hundred cells removed from cancerous and normal pancreatic tissue stored at the HCPA Pathology Unit through an eleven year period. Ninety-three chromatin features were studied by digital karyometry. Eleven features showed significantly different values between both groups. The average values for nuclear AREA in cancerous and normal tissue was, respectively, 977.78 and 336.60; for RLM278 was 353.23 and 97.07; for RLM266 99.32 and 28.06; PERIMETER of 125.58 and 65.05; ROUNDNESS of 1.37 and 1.04; IOD of 123.49 and 107.97; FRACDIM of 1.22 and 1.05; DENSMIN of 0.01 and 0.14; DENSMAX of 0.53 and 0.62; DENSSD of 0.25 and 0.10; and DENS20P of 0.49 and 0.33, for cancerous nuclei and normal nuclei, respectively. Seven of those features served as ideal neoplasm markers. Such findings yielded the creation of a specific digital signature for each of the two types of studied tissues.|http://hdl.handle.net/10183/2558
Análise das intervenções pedagógicas em programas de iniciação ao futsal|1998|Open Access|Dissertação|Futebol de salão;Educação física e treinamento : Metodologia|por|A minha longa vivência esportiva como atleta, técnico e professor me trouxe importantes reflexões. Esta vida dedicada ao esporte e seu ensino tem me proporcionado muitas interrogações sobre o tema da Iniciação Esportiva, especialmente no que se refere aos princípios pedagógicos dos professores. Deste modo, procurando aprofundar meus conhecimentos, investigamos as Intervenções Pedagógicas em Programas de Iniciação ao Futsal na sua prática de ensino. O objetivo geral deste estudo foi o de verificar, analisar e interpretar as intervenções pedagógicas utilizadas pelo professor nos Programas de Iniciação ao Futsal. Este objetivo geral veio se decompor em outros objetivos de caráter mais específicos como: identificar o perfil do professor que atua no Programas de Iniciação ao Futsal; identificar o modelo de desporto adotado dentro das diferentes instituições; identificar os conteúdos desenvolvidos durante as aulas e analisar os componentes afetivos que são manifestados pelos professores.  Nosso estudo é do tipo qualitativo e se caracteriza por uma pesquisa descritiva exploratória. Foram utilizados para a coleta de dados três locais previamente definidos: um Clube Social; um Projeto de Extensão e uma Escolinha Particular. A escolha destes locais justificouse por abranger o universo diversificado de situações referentes ao local que estão acontecendo bem como aos fins propostos em cada programa de iniciação. Todos locais dispunham de boas condições físicas e materiais. O pesquisador escolheu os professores de forma intencional, de acordo com suas disponibilidades de tempo e com seus interesses em fornecer subsídios para este trabalho. As sessões de aula observadas abrangeram a faixa etária dos sete aos doze anos, independente do sexo. Os instrumentos utilizados em nossa pesquisa constaram de uma entrevista semi-estruturada e de observações feitas através de filmagens que foram registradas e, posteriormente, analisadas.  Os resultados das nossas investigações nos indicam a existência de uma pedagogia que privilegia um modelo de ensino tradicional, que promove o esporte através do treinamento dos alunos, transformando-o em trabalho e não lazer, tendo em vista o mais alto grau de desempenho. Para finalizar, esperamos que o nosso estudo venha contribuir como fonte de discussão e esclarecimento de alguns dogmas que ainda persistem em nossa educação atual. Acima de tudo, esperamos que nossa investigação proporcione novas perspectivas aos profissionais da área e que os incentive a realizar mais pesquisas, visando a busca de metodologias alternativas que satisfaçam às necessidades e os interesses reais das crianças.|http://hdl.handle.net/10183/2577
Um estudo de casos: as relações de crianças com Síndrome de Down e de crianças com deficiência auditiva na psicomotricidade relacional|2003|Open Access|Tese|Síndrome de Down;Deficientes auditivos;Transtornos de aprendizagem;Psicomotricidade : Testes|por|A presente tese é o informe final de um estudo realizado no Centro Universitário UNIVATES, na cidade de Lajeado, que investigou as relações e os efeitos comportamentais de crianças com síndrome de Down e de crianças com deficiência auditiva em conjunto com crianças “normais”, participantes de um Programa de Psicomotricidade Relacional. A investigação teve por sustentação teórica, conhecimentos sobre a síndrome de Down e a deficiência auditiva, estudos sobre o desenvolvimento humano, da construção do vocabulário psicomotor e a perspectiva de Vygotsky sobre o desenvolvimento de crianças portadoras de necessidades educacionais especiais. Por ser um estudo de corte qualitativo, utilizou a metodologia do tipo descritivo de estudo de caso, que contou com cinco crianças protagonistas do estudo, três crianças com síndrome de Down, uma destas do sexo feminino, e duas com deficiência auditiva, ambas do sexo masculino. A investigação contemplou observações diretas dos participantes nas intervenções educativas (descritivas e com pautas determinadas), realização de entrevistas, memoriais descritivos, elaboração de diário de campo e a análise documental das crianças protagonistas do estudo. A análise das informações e a discussão dos resultados foram realizadas a partir das variáveis: manifestações da síndrome de Down e da deficiência auditiva e comportamentos evidenciados pelas crianças protagonistas do estudo, a imitação e o ritmo do grupo das crianças como estímulo e evolução dos processos mentais, a ação pedagógica como mediadora das relações entre as crianças, o toque corporal como exercício de afetividade e as repercussões relacionais no comportamento das crianças integrantes do grupo.  O estudo demonstrou que a intervenção pedagógica da prática da psicomotricidade relacional em conjunto com um grupo de crianças misto gerou mudanças nas relações e nos efeitos comportamentais de jogo e de exercício das crianças protagonistas do estudo, bem como repercutiu no comportamento relacional das demais crianças integrantes do grupo.|http://hdl.handle.net/10183/2578
Polimorfismos de inserção/deleção do gene da ECA e K121Q do gene PC-1 em pacientes com diabete mellito tipo 1 normoalbuminúricos : estudo com 10 anos de acompanhamento|2001|Open Access|Dissertação|Diabetes mellitus tipo 1;Nefropatias diabéticas;Peptidil dipeptidase A;Alelos;Estudos de coortes|por|O objetivo deste estudo foi analisar o papel do polimorfismo de I/D do gene da Enzima Conversora de Angiotensina (ECA) e o polimorfismo K121Q da PC-1 nas modificações das taxas de filtração glomerular (TFG), excreção urinária de albumina (EUA) e pressão arterial em uma coorte de pacientes diabéticos tipo 1 normoalbuminúricos (EUA<20μg/min) em um estudo com seguimento de 10,2 ± 2,0anos (6,5 a 13,3 anos). A EUA (imunoturbidimetria), TFG (técnica da injeção única de 51Cr-EDTA), HbA1c (cromatografia de troca iônica) e pressão arterial foram medidas no início do estudo e a intervalos de 1,7 ± 0,6 anos. O polimorfismo I/D e K121Q foram determinados através da PCR e restrição enzimática. Onze pacientes apresentaram o genótipo II, 13 o ID e 6 apresentaram o genótipo DD. Pacientes com o alelo D (ID/DD) desenvolveram mais freqüentemente hipertensão arterial e retinopatia diabética. Os 3 pacientes do estudo que desenvolveram nefropatia diabética apresentaram o alelo D. Nos pacientes ID/DD (n=19) ocorreu maior redução da TFG quando comparados com os pacientes II (n=11) (-0,39 ± 0,29 vs – 0,12 ± 0,37 ml/min/mês; P=0,035). A presença do alelo D, em análise de regressão múltipla linear (R2=0,15; F=4,92; P=0,035) foi o único fator associado à redução da TFG (-0,29 ± 0,34 ml/min/mês; P<0,05). Já o aumento da EUA (log EUA = 0,0275 ± 0,042 μg/min/mês; P=0,002) foi associado somente aos níveis iniciais de EUA (R2=0,17; F=5,72; P=0,024). Um aumento significativo (P<0,05) no desenvolvimento de hipertensão arterial e de novos casos de retinopatia diabética foi observado somente nos pacientes com os genótipos ID/DD. Vinte e dois pacientes apresentaram genótipo KK, 7 KQ e 1 apresentou genótipo QQ. Pacientes com os genótipos KQ/QQ apresentaram um aumento significativo (P=0,045) de novos casos de retinopatia diabética. Em conclusão a presença do alelo D nesta amostra de pacientes DM tipo 1 normoalbuminúricos e normotensos está associada com aumento na proporção de complicações microvasculares e hipertensão arterial.;The aim of this study was to analyze the role of the ACE gene insertion/deletion (I/D) polymorphisms and of the PC-1 gene K121Q polymorphism in the changes of glomerular filtration rate (GFR), urinary albumin excretion rate (UAER), and blood pressure levels in a cohort of normoalbuminuric type 1 diabetic patients. This was a 10.2 ± 2.0 year prospective study of 30 normotensive normoalbuminuric type 1 diabetic patients. UAER (immunoturbidimetry), GFR (51Cr-EDTA single injection technique), GHb (ion-exchange chromatography) and blood pressure levels were measured at baseline and at 1.7 ± 0.6 year intervals. The presence of ACE gene I/D and PC-1 gene K121Q polymorphisms was determined by polymerase chain reaction and restriction enzyme techniques. Eleven patients was a II genotype, 13 the ID and 6 was the DD genotype. Three patients developed diabetic nephropathy; all were carriers of allele D of the ACE gene. The presence of allele D was the only predictor (R2=0.15; F=4.92; P=0.035) of the observed GFR decline (-0.29 ± 0.34 ml/min/month; P<0.05). UAER increased during the study (log UAER change = 0.0275 ± 0.042 μg/min/month; P=0.002) and was associated with baseline UAER levels only (R2=0.17; F=5.72; P=0.024). A significant increase (P<0.05) in cases of hypertension and new cases of retinopathy were observed only ID/DD and not in II patients. Twenty-two patients was KK genotype, 7 the KQ and 1 was the QQ genotype. Patients with the KQ/QQ (n=8) presented a significant increase (P=0.045) in new cases of retinopathy. In conclusion the presence of D allele of ACE gene in this sample of normoalbuminuric normotensive type 1 diabetes patients was associated with a higher proportion of microvascular complications and hypertension.|http://hdl.handle.net/10183/2697
Pesquisa do linfonodo axilar sentinela em mulheres com câncer de mama em estádios iniciais : introdução de uma nova técnica em nosso meio|2000|Open Access|Tese|Neoplasias da mama;Estadiamento de neoplasias;Linfonodos;Excisão de linfonodo|por|Resumo não disponível.|http://hdl.handle.net/10183/2698
O efeito do exercício físico sobre os níveis de depressão em adultos obesos|1999|Open Access|Dissertação|Psicologia do esporte;Obesidade;Exercício físico;Terapia ocupacional;Sedentarios|por| Discute-se a prescrição de programas de exercícios físicos e suas implicações, como as barreiras à adoção e à manutenção por parte dos obesos deprimidos. Conclui-se que a exercicioterapia pode se constituir em um recurso efetivo na reversão dos graus de depressão moderados em adultos obesos e adjuvante à farmacoterapia antidepressiva, sugerindo-se, contudo, ainda, a necessidade da intensificação dos estudos que revelam a melhor compreensão das respostas químicas (neurotransmissores) implicadas nos episódios depressivos.|http://hdl.handle.net/10183/2699
